,pokedex_number,name,german_name,japanese_name,generation,status,type_1,height_m,weight_kg,ability_1,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,egg_type_1,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
623,526,Gigalith,Brockoloss,ギガイアス (Gigaiath),5,Normal,Rock,1.7,260.0,Sturdy,515,85,135,130,60,80,25,Medium Slow,Mineral,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
624,527,Woobat,Fleknoil,コロモリ (Koromori),5,Normal,Psychic,0.4,2.1,Unaware,323,65,45,43,55,43,72,Medium Fast,Field,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
625,528,Swoobat,Fletiamo,ココロモリ (Kokoromori),5,Normal,Psychic,0.9,10.5,Unaware,425,67,57,55,77,55,114,Medium Fast,Field,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
626,529,Drilbur,Rotomurf,モグリュー (Mogurew),5,Normal,Ground,0.3,8.5,Sand Rush,328,60,85,40,30,45,68,Medium Fast,Field,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
627,530,Excadrill,Stalobor,ドリュウズ (Doryuzu),5,Normal,Ground,0.7,40.4,Sand Rush,508,110,135,60,50,65,88,Medium Fast,Field,20.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
628,531,Audino,Ohrdoch,タブンネ (Tabunne),5,Normal,Normal,1.1,31.0,Healer,445,103,60,86,60,86,50,Fast,Fairy,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
629,531,Mega Audino,Ohrdoch,タブンネ (Tabunne),5,Normal,Normal,1.5,32.0,Healer,545,103,60,126,80,126,50,Fast,Fairy,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
630,532,Timburr,Praktibalk,ドッコラー (Dokkorer),5,Normal,Fighting,0.6,12.5,Guts,305,75,80,55,25,35,35,Medium Slow,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
631,533,Gurdurr,Strepoli,ドテッコツ (Dotekkotsu),5,Normal,Fighting,1.2,40.0,Guts,405,85,105,85,40,50,40,Medium Slow,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
632,534,Conkeldurr,Meistagrif,ローブシン (Roubushin),5,Normal,Fighting,1.4,87.0,Guts,505,105,140,95,55,65,45,Medium Slow,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
633,535,Tympole,Schallquap,オタマロ (Otamaro),5,Normal,Water,0.5,4.5,Swift Swim,294,50,50,40,50,40,64,Medium Slow,Water 1,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
634,536,Palpitoad,Mebrana,ガマガル (Gamagaru),5,Normal,Water,0.8,17.0,Swift Swim,384,75,65,55,65,55,69,Medium Slow,Water 1,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
635,537,Seismitoad,Branawarz,ガマゲロゲ (Gamageroge),5,Normal,Water,1.5,62.0,Swift Swim,509,105,95,75,85,75,74,Medium Slow,Water 1,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
636,538,Throh,Jiutesto,ナゲキ (Nageki),5,Normal,Fighting,1.3,55.5,Guts,465,120,100,85,30,85,45,Medium Fast,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
637,539,Sawk,Karadonis,ダゲキ (Dageki),5,Normal,Fighting,1.4,51.0,Sturdy,465,75,125,75,30,75,85,Medium Fast,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
638,540,Sewaddle,Strawickl,クルミル (Kurumiru),5,Normal,Bug,0.3,2.5,Swarm,310,45,53,70,40,60,42,Medium Slow,Bug,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
639,541,Swadloon,Folikon,クルマユ (Kurumayu),5,Normal,Bug,0.5,7.3,Leaf Guard,380,55,63,90,50,80,42,Medium Slow,Bug,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
640,542,Leavanny,Matrifol,ハハコモリ (Hahakomori),5,Normal,Bug,1.2,20.5,Swarm,500,75,103,80,70,80,92,Medium Slow,Bug,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
641,543,Venipede,Toxiped,フシデ (Fushide),5,Normal,Bug,0.4,5.3,Poison Point,260,30,45,59,30,39,57,Medium Slow,Bug,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
642,544,Whirlipede,Rollum,ホイーガ (Wheega),5,Normal,Bug,1.2,58.5,Poison Point,360,40,55,99,40,79,47,Medium Slow,Bug,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
643,545,Scolipede,Cerapendra,ペンドラー (Pendror),5,Normal,Bug,2.5,200.5,Poison Point,485,60,100,89,55,69,112,Medium Slow,Bug,20.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
644,546,Cottonee,Waumboll,モンメン (Monmen),5,Normal,Grass,0.3,0.6,Prankster,280,40,27,60,37,50,66,Medium Fast,Fairy,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
645,547,Whimsicott,Elfun,エルフーン (Elfuun),5,Normal,Grass,0.7,6.6,Prankster,480,60,67,85,77,75,116,Medium Fast,Fairy,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
646,548,Petilil,Lilminip,チュリネ (Churine),5,Normal,Grass,0.5,6.6,Chlorophyll,280,45,35,50,70,50,30,Medium Fast,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
647,549,Lilligant,Dressella,ドレディア (Dredear),5,Normal,Grass,1.1,16.3,Chlorophyll,480,70,60,75,110,75,90,Medium Fast,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
648,550,Basculin Red-Striped Form,Barschuft,バスラオ (Bassrao),5,Normal,Water,1.0,18.0,Reckless,460,70,92,65,80,55,98,Medium Fast,Water 2,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
649,550,Basculin Blue-Striped Form,Barschuft,バスラオ (Bassrao),5,Normal,Water,1.0,18.0,Rock Head,460,70,92,65,80,55,98,Medium Fast,Water 2,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
650,551,Sandile,Ganovil,メグロコ (Meguroco),5,Normal,Ground,0.7,15.2,Intimidate,292,50,72,35,35,35,65,Medium Slow,Field,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
651,552,Krokorok,Rokkaiman,ワルビル (Waruvile),5,Normal,Ground,1.0,33.4,Intimidate,351,60,82,45,45,45,74,Medium Slow,Field,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
652,553,Krookodile,Rabigator,ワルビアル (Waruvial),5,Normal,Ground,1.5,96.3,Intimidate,519,95,117,80,65,70,92,Medium Slow,Field,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
653,554,Darumaka,Flampion,ダルマッカ (Darumakka),5,Normal,Fire,0.6,37.5,Hustle,315,70,90,45,15,45,50,Medium Slow,Field,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
654,554,Galarian Darumaka,Flampion,ダルマッカ (Darumakka),5,Normal,Ice,0.7,40.0,Hustle,315,70,90,45,15,45,50,Medium Slow,Field,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
655,555,Darmanitan Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Fire,1.3,92.9,Sheer Force,480,105,140,55,30,55,95,Medium Slow,Field,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
656,555,Darmanitan Zen Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Fire,1.3,92.9,Sheer Force,540,105,30,105,140,105,55,Medium Slow,Field,20.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
657,555,Galarian Darmanitan Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Ice,1.7,120.0,Gorilla Tactics,480,105,140,55,30,55,95,Medium Slow,Field,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
659,556,Maractus,Maracamba,マラカッチ (Maracacchi),5,Normal,Grass,1.0,28.0,Water Absorb,461,75,86,67,106,67,60,Medium Fast,Grass,20.0,1.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
660,557,Dwebble,Lithomith,イシズマイ (Ishizumai),5,Normal,Bug,0.3,14.5,Sturdy,325,50,65,85,35,35,55,Medium Fast,Bug,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
661,558,Crustle,Castellith,イワパレス (Iwapalace),5,Normal,Bug,1.4,200.0,Sturdy,485,70,105,125,65,75,45,Medium Fast,Bug,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
662,559,Scraggy,Zurrokex,ズルッグ (Zuruggu),5,Normal,Dark,0.6,11.8,Shed Skin,348,50,75,70,35,70,48,Medium Fast,Dragon,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
663,560,Scrafty,Irokex,ズルズキン (Zuruzukin),5,Normal,Dark,1.1,30.0,Shed Skin,488,65,90,115,45,115,58,Medium Fast,Dragon,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
664,561,Sigilyph,Symvolara,シンボラー (Symboler),5,Normal,Psychic,1.4,14.0,Wonder Skin,490,72,58,80,103,80,97,Medium Fast,Flying,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
665,562,Yamask,Makabaja,デスマス (Desumasu),5,Normal,Ghost,0.5,1.5,Mummy,303,38,30,85,55,65,30,Medium Fast,Amorphous,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
666,562,Galarian Yamask,Makabaja,デスマス (Desumasu),5,Normal,Ground,0.5,1.5,Wandering Spirit,303,38,55,85,30,65,30,Medium Fast,Amorphous,25.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
667,563,Cofagrigus,Echnatoll,デスカーン (Desukarn),5,Normal,Ghost,1.7,76.5,Mummy,483,58,50,145,95,105,30,Medium Fast,Amorphous,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
668,564,Tirtouga,Galapaflos,プロトーガ (Protoga),5,Normal,Water,0.7,16.5,Solid Rock,355,54,78,103,53,45,22,Medium Fast,Water 1,30.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
669,565,Carracosta,Karippas,アバゴーラ (Abagoura),5,Normal,Water,1.2,81.0,Solid Rock,495,74,108,133,83,65,32,Medium Fast,Water 1,30.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
670,566,Archen,Flapteryx,アーケン (Archen),5,Normal,Rock,0.5,9.5,Defeatist,401,55,112,45,74,45,70,Medium Fast,Flying,30.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
671,567,Archeops,Aeropteryx,アーケオス (Archeos),5,Normal,Rock,1.4,32.0,Defeatist,567,75,140,65,112,65,110,Medium Fast,Flying,30.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
672,568,Trubbish,Unratütox,ヤブクロン (Yabukuron),5,Normal,Poison,0.6,31.0,Stench,329,50,50,62,40,62,65,Medium Fast,Mineral,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
673,569,Garbodor,Deponitox,ダストダス (Dustdas),5,Normal,Poison,1.9,107.3,Stench,474,80,95,82,60,82,75,Medium Fast,Mineral,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
674,570,Zorua,Zorua,ゾロア (Zorua),5,Normal,Dark,0.7,12.5,Illusion,330,40,65,40,80,40,65,Medium Slow,Field,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
675,571,Zoroark,Zoroark,ゾロアーク (Zoroark),5,Normal,Dark,1.6,81.1,Illusion,510,60,105,60,120,60,105,Medium Slow,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
676,572,Minccino,Picochilla,チラーミィ (Chillarmy),5,Normal,Normal,0.4,5.8,Cute Charm,300,55,50,40,40,40,75,Fast,Field,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
677,573,Cinccino,Chillabell,チラチーノ (Chillaccino),5,Normal,Normal,0.5,7.5,Cute Charm,470,75,95,60,65,60,115,Fast,Field,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
678,574,Gothita,Mollimorba,ゴチム (Gothimu),5,Normal,Psychic,0.4,5.8,Frisk,290,45,30,50,55,65,45,Medium Slow,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
679,575,Gothorita,Hypnomorba,ゴチミル (Gothimiru),5,Normal,Psychic,0.7,18.0,Frisk,390,60,45,70,75,85,55,Medium Slow,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
680,576,Gothitelle,Morbitesse,ゴチルゼル (Gothiruselle),5,Normal,Psychic,1.5,44.0,Frisk,490,70,55,95,95,110,65,Medium Slow,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
681,577,Solosis,Monozyto,ユニラン (Uniran),5,Normal,Psychic,0.3,1.0,Overcoat,290,45,30,40,105,50,20,Medium Slow,Amorphous,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
682,578,Duosion,Mitodos,ダブラン (Doublan),5,Normal,Psychic,0.6,8.0,Overcoat,370,65,40,50,125,60,30,Medium Slow,Amorphous,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
683,579,Reuniclus,Zytomega,ランクルス (Lanculus),5,Normal,Psychic,1.0,20.1,Overcoat,490,110,65,75,125,85,30,Medium Slow,Amorphous,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
684,580,Ducklett,Piccolente,コアルヒー (Koaruhie),5,Normal,Water,0.5,5.5,Keen Eye,305,62,44,50,44,50,55,Medium Fast,Flying,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
685,581,Swanna,Swaroness,スワンナ (Swanna),5,Normal,Water,1.3,24.2,Keen Eye,473,75,87,63,87,63,98,Medium Fast,Flying,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
686,582,Vanillite,Gelatini,バニプッチ (Vanipeti),5,Normal,Ice,0.4,5.7,Ice Body,305,36,50,50,65,60,44,Slow,Mineral,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
687,583,Vanillish,Gelatroppo,バニリッチ (Vanirich),5,Normal,Ice,1.1,41.0,Ice Body,395,51,65,65,80,75,59,Slow,Mineral,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
688,584,Vanilluxe,Gelatwino,バイバニラ (Baivanilla),5,Normal,Ice,1.3,57.5,Ice Body,535,71,95,85,110,95,79,Slow,Mineral,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
689,585,Deerling,Sesokitz,シキジカ (Shikijika),5,Normal,Normal,0.6,19.5,Chlorophyll,335,60,60,50,40,50,75,Medium Fast,Field,20.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
690,586,Sawsbuck,Kronjuwild,メブキジカ (Mebukijika),5,Normal,Normal,1.9,92.5,Chlorophyll,475,80,100,70,60,70,95,Medium Fast,Field,20.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
691,587,Emolga,Emolga,エモンガ (Emonga),5,Normal,Electric,0.4,5.0,Static,428,55,75,60,75,60,103,Medium Fast,Field,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
692,588,Karrablast,Laukaps,カブルモ (Kaburumo),5,Normal,Bug,0.5,5.9,Swarm,315,50,75,45,40,45,60,Medium Fast,Bug,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
693,589,Escavalier,Cavalanzas,シュバルゴ (Chevargo),5,Normal,Bug,1.0,33.0,Swarm,495,70,135,105,60,105,20,Medium Fast,Bug,15.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
694,590,Foongus,Tarnpignon,タマゲタケ (Tamagetake),5,Normal,Grass,0.2,1.0,Effect Spore,294,69,55,45,55,55,15,Medium Fast,Grass,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
695,591,Amoonguss,Hutsassa,モロバレル (Morobareru),5,Normal,Grass,0.6,10.5,Effect Spore,464,114,85,70,85,80,30,Medium Fast,Grass,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
696,592,Frillish,Quabbel,プルリル (Pururill),5,Normal,Water,1.2,33.0,Water Absorb,335,55,40,50,65,85,40,Medium Fast,Amorphous,20.0,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
697,593,Jellicent,Apoquallyp,ブルンゲル (Burungel),5,Normal,Water,2.2,135.0,Water Absorb,480,100,60,70,85,105,60,Medium Fast,Amorphous,20.0,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
698,594,Alomomola,Mamolida,ママンボウ (Mamanbou),5,Normal,Water,1.2,31.6,Healer,470,165,75,80,40,45,65,Fast,Water 1,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
699,595,Joltik,Wattzapf,バチュル (Bachuru),5,Normal,Bug,0.1,0.6,Compound Eyes,319,50,47,50,57,50,65,Medium Fast,Bug,20.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
700,596,Galvantula,Voltula,デンチュラ (Dentula),5,Normal,Bug,0.8,14.3,Compound Eyes,472,70,77,60,97,60,108,Medium Fast,Bug,20.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
701,597,Ferroseed,Kastadur,テッシード (Tesseed),5,Normal,Grass,0.6,18.8,Iron Barbs,305,44,50,91,24,86,10,Medium Fast,Grass,20.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
702,598,Ferrothorn,Tentantel,ナットレイ (Nutrey),5,Normal,Grass,1.0,110.0,Iron Barbs,489,74,94,131,54,116,20,Medium Fast,Grass,20.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
703,599,Klink,Klikk,ギアル (Giaru),5,Normal,Steel,0.3,21.0,Plus,300,40,55,70,45,60,30,Medium Slow,Mineral,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
704,600,Klang,Kliklak,ギギアル (Gigiaru),5,Normal,Steel,0.6,51.0,Plus,440,60,80,95,70,85,50,Medium Slow,Mineral,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
705,601,Klinklang,Klikdiklak,ギギギアル (Gigigiaru),5,Normal,Steel,0.6,81.0,Plus,520,60,100,115,70,85,90,Medium Slow,Mineral,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
706,602,Tynamo,Zapplardin,シビシラス (Shibishirasu),5,Normal,Electric,0.2,0.3,Levitate,275,35,55,40,45,40,60,Slow,Amorphous,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
707,603,Eelektrik,Zapplalek,シビビール (Shibibeel),5,Normal,Electric,1.2,22.0,Levitate,405,65,85,70,75,70,40,Slow,Amorphous,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
708,604,Eelektross,Zapplarang,シビルドン (Shibirudon),5,Normal,Electric,2.1,80.5,Levitate,515,85,115,80,105,80,50,Slow,Amorphous,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
709,605,Elgyem,Pygraulon,リグレー (Ligray),5,Normal,Psychic,0.5,9.0,Telepathy,335,55,55,55,85,55,30,Medium Fast,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
710,606,Beheeyem,Megalon,オーベム (Ohbem),5,Normal,Psychic,1.0,34.5,Telepathy,485,75,75,75,125,95,40,Medium Fast,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
711,607,Litwick,Lichtel,ヒトモシ (Hitomoshi),5,Normal,Ghost,0.3,3.1,Flash Fire,275,50,30,55,65,55,20,Medium Slow,Amorphous,20.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
712,608,Lampent,Laternecto,ランプラー (Lampler),5,Normal,Ghost,0.6,13.0,Flash Fire,370,60,40,60,95,60,55,Medium Slow,Amorphous,20.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
